Linux 5.4.0-77-generic (ubuntu-dev-01) 	08/15/2021 	_x86_64_	(1 CPU)

02:37:57 AM     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
02:47:13 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:47:18 AM     ens33      0.40      0.20      0.04      0.01      0.00      0.00      0.00      0.00
02:47:23 AM     ens33      0.40      0.00      0.04      0.00      0.00      0.00      0.00      0.00
02:47:28 AM     ens33     26.60      1.20      9.13      0.22      0.00      0.00      0.00      0.01
02:47:33 AM     ens33      0.40      0.20      0.04      0.01      0.00      0.00      0.00      0.00
02:47:38 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:47:43 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:47:48 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:47:53 AM     ens33      0.40      0.00      0.04      0.00      0.00      0.00      0.00      0.00
02:47:58 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:48:03 AM     ens33      0.80      0.00      0.15      0.00      0.00      0.00      0.00      0.00
02:48:08 AM     ens33      0.40      0.00      0.07      0.00      0.00      0.00      0.00      0.00
02:48:13 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:48:18 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:48:23 AM     ens33      0.60      0.00      0.05      0.00      0.00      0.00      0.00      0.00
02:48:28 AM     ens33     27.60      1.20      9.22      0.22      0.00      0.00      0.00      0.01
02:48:33 AM     ens33      2.00      0.20      0.18      0.01      0.00      0.00      0.00      0.00
02:48:38 AM     ens33      1.40      0.00      0.13      0.00      0.00      0.00      0.00      0.00
02:48:43 AM     ens33      1.60      0.00      0.15      0.00      0.00      0.00      0.00      0.00
02:48:48 AM     ens33      0.80      0.00      0.08      0.00      0.00      0.00      0.00      0.00
02:48:53 AM     ens33      1.20      0.00      0.11      0.00      0.00      0.00      0.00      0.00
02:48:58 AM     ens33      0.60      0.00      0.06      0.00      0.00      0.00      0.00      0.00
02:49:03 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:49:08 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:49:13 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:49:18 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:49:23 AM     ens33      0.60      0.00      0.05      0.00      0.00      0.00      0.00      0.00
02:49:28 AM     ens33     26.80      1.40      9.15      0.23      0.00      0.00      0.00      0.01
02:49:33 AM     ens33      0.80      0.20      0.07      0.01      0.00      0.00      0.00      0.00
02:49:38 AM     ens33      0.80      0.00      0.08      0.00      0.00      0.00      0.00      0.00
02:49:43 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:49:48 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:49:53 AM     ens33      0.40      0.00      0.04      0.00      0.00      0.00      0.00      0.00
02:49:58 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:50:03 AM     ens33      0.80      0.00      0.15      0.00      0.00      0.00      0.00      0.00
02:50:08 AM     ens33      0.40      0.00      0.07      0.00      0.00      0.00      0.00      0.00
02:50:13 AM     ens33      0.60      0.00      0.06      0.00      0.00      0.00      0.00      0.00
02:50:18 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:50:23 AM     ens33      0.40      0.00      0.04      0.00      0.00      0.00      0.00      0.00
02:50:28 AM     ens33     26.60      1.20      9.13      0.22      0.00      0.00      0.00      0.01
02:50:33 AM     ens33      0.80      0.20      0.14      0.01      0.00      0.00      0.00      0.00
02:50:38 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:50:43 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:50:48 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:50:53 AM     ens33      0.40      0.00      0.04      0.00      0.00      0.00      0.00      0.00
02:50:58 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:51:03 AM     ens33      0.80      0.00      0.43      0.00      0.00      0.00      0.00      0.00
02:51:08 AM     ens33    211.58     23.75    310.72      1.57      0.00      0.00      0.00      0.25
02:51:13 AM     ens33   1763.60    174.40   2606.79     11.59      0.00      0.00      0.00      2.14
02:51:18 AM     ens33   2201.00    193.60   3253.94     12.48      0.00      0.00      0.00      2.67
02:51:23 AM     ens33   2847.40    244.20   4209.37     15.74      0.00      0.00      0.00      3.45
02:51:28 AM     ens33   4399.40    382.04   6474.16     24.89      0.00      0.00      0.00      5.30
02:51:33 AM     ens33   3815.00    353.00   5639.98     23.29      0.00      0.00      0.00      4.62
02:51:38 AM     ens33   3396.60    310.00   5021.65     19.98      0.00      0.00      0.00      4.11
02:51:43 AM     ens33   3228.20    290.80   4772.67     19.11      0.00      0.00      0.00      3.91
02:51:48 AM     ens33   2298.60    226.60   3398.24     14.61      0.00      0.00      0.00      2.78
02:51:53 AM     ens33   2498.00    231.60   3692.78     14.93      0.00      0.00      0.00      3.03
02:51:58 AM     ens33   4057.40    347.00   5998.66     22.37      0.00      0.00      0.00      4.91
02:52:03 AM     ens33   5191.82    436.73   7674.87     28.61      0.00      0.00      0.00      6.29
02:52:08 AM     ens33   5951.20    505.00   8798.42     32.55      0.00      0.00      0.00      7.21
02:52:13 AM     ens33   3588.60    358.40   5305.53     24.90      0.00      0.00      0.00      4.35
02:52:18 AM     ens33   3187.80    299.20   4712.94     19.73      0.00      0.00      0.00      3.86
02:52:23 AM     ens33   2876.80    269.20   4252.84     17.68      0.00      0.00      0.00      3.48
02:52:28 AM     ens33   3019.40    271.00   4434.03     17.61      0.00      0.00      0.00      3.63
02:52:33 AM     ens33   3209.80    295.60   4745.18     19.36      0.00      0.00      0.00      3.89
02:52:38 AM     ens33   3206.80    288.20   4740.75     18.68      0.00      0.00      0.00      3.88
02:52:43 AM     ens33   2566.67    237.52   3794.59     15.60      0.00      0.00      0.00      3.11
02:52:48 AM     ens33   2666.60    246.00   3942.34     15.86      0.00      0.00      0.00      3.23
02:52:53 AM     ens33   2570.80    239.40   3800.41     16.04      0.00      0.00      0.00      3.11
02:52:58 AM     ens33   1670.80    160.80   2470.03     10.36      0.00      0.00      0.00      2.02
02:53:03 AM     ens33   1887.40    179.80   2790.28     11.59      0.00      0.00      0.00      2.29
02:53:08 AM     ens33   3448.80    313.60   5098.83     20.65      0.00      0.00      0.00      4.18
02:53:13 AM     ens33   3624.60    365.60   5357.95     23.68      0.00      0.00      0.00      4.39
02:53:18 AM     ens33   3308.98    339.92   4891.85     22.19      0.00      0.00      0.00      4.01
02:53:23 AM     ens33   2554.40    337.20   3775.64     22.12      0.00      0.00      0.00      3.09
02:53:28 AM     ens33   2449.00    336.60   3590.43     23.30      0.00      0.00      0.00      2.94
02:53:33 AM     ens33   2899.00    347.80   4285.38     22.42      0.00      0.00      0.00      3.51
02:53:38 AM     ens33   4760.00    446.20   7037.46     29.01      0.00      0.00      0.00      5.77
02:53:43 AM     ens33   4441.60    414.60   6566.70     27.14      0.00      0.00      0.00      5.38
02:53:48 AM     ens33   4647.40    432.80   6870.70     27.89      0.00      0.00      0.00      5.63
02:53:53 AM     ens33   5134.00    460.40   7590.14     29.67      0.00      0.00      0.00      6.22
02:53:58 AM     ens33   3163.87    302.40   4677.56     20.78      0.00      0.00      0.00      3.83
02:54:03 AM     ens33   1706.00    146.00   2521.32      9.73      0.00      0.00      0.00      2.07
02:54:08 AM     ens33    534.20     33.40    789.30      2.27      0.00      0.00      0.00      0.65
02:54:13 AM     ens33    577.40     64.20    853.42      4.14      0.00      0.00      0.00      0.70
02:54:18 AM     ens33   1575.60    142.80   2328.99      9.20      0.00      0.00      0.00      1.91
02:54:23 AM     ens33   5126.60    432.60   7578.92     28.19      0.00      0.00      0.00      6.21
02:54:28 AM     ens33   4847.00    439.40   7136.17     28.95      0.00      0.00      0.00      5.85
02:54:33 AM     ens33   3928.60    384.60   5807.94     25.31      0.00      0.00      0.00      4.76
02:54:38 AM     ens33   3719.60    336.00   5499.21     21.66      0.00      0.00      0.00      4.50
02:54:43 AM     ens33   2410.58    243.51   3563.81     16.57      0.00      0.00      0.00      2.92
02:54:48 AM     ens33   2329.20    211.00   3443.49     13.60      0.00      0.00      0.00      2.82
02:54:53 AM     ens33   2791.80    263.60   4127.16     17.30      0.00      0.00      0.00      3.38
02:54:58 AM     ens33   2377.60    229.80   3514.76     14.89      0.00      0.00      0.00      2.88
02:55:03 AM     ens33   2555.80    230.60   3778.52     14.86      0.00      0.00      0.00      3.10
02:55:08 AM     ens33   1166.60    103.00   1724.17      6.64      0.00      0.00      0.00      1.41
02:55:13 AM     ens33      0.40      0.20      0.04      0.01      0.00      0.00      0.00      0.00
02:55:18 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:55:23 AM     ens33      0.40      0.00      0.04      0.00      0.00      0.00      0.00      0.00
02:55:28 AM     ens33     26.60      1.20      9.13      0.22      0.00      0.00      0.00      0.01
02:55:33 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:55:38 AM     ens33      0.40      0.20      0.04      0.01      0.00      0.00      0.00      0.00
02:55:43 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:55:48 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:55:53 AM     ens33      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:55:58 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:56:03 AM     ens33      0.80      0.00      0.15      0.00      0.00      0.00      0.00      0.00
02:56:08 AM     ens33      0.40      0.00      0.07      0.00      0.00      0.00      0.00      0.00
02:56:13 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:56:18 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:56:23 AM     ens33      0.40      0.00      0.04      0.00      0.00      0.00      0.00      0.00
02:56:28 AM     ens33     26.55      1.20      9.11      0.22      0.00      0.00      0.00      0.01
02:56:33 AM     ens33      0.40      0.20      0.04      0.01      0.00      0.00      0.00      0.00
02:56:38 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:56:43 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:56:48 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:56:53 AM     ens33      0.40      0.00      0.04      0.00      0.00      0.00      0.00      0.00
02:56:58 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:57:03 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:57:08 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:57:13 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:57:18 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:57:23 AM     ens33      0.40      0.00      0.04      0.00      0.00      0.00      0.00      0.00
02:57:28 AM     ens33     26.60      1.20      9.13      0.22      0.00      0.00      0.00      0.01
02:57:33 AM     ens33      0.40      0.20      0.04      0.01      0.00      0.00      0.00      0.00
02:57:38 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:57:43 AM     ens33      0.40      0.00      0.04      0.00      0.00      0.00      0.00      0.00
02:57:48 AM     ens33      0.20      0.20      0.02      0.01      0.00      0.00      0.00      0.00
02:57:53 AM     ens33      0.40      0.00      0.04      0.00      0.00      0.00      0.00      0.00
02:57:58 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:58:03 AM     ens33      0.80      0.00      0.15      0.00      0.00      0.00      0.00      0.00
02:58:08 AM     ens33      0.40      0.00      0.07      0.00      0.00      0.00      0.00      0.00
02:58:13 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:58:18 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:58:23 AM     ens33      0.40      0.00      0.04      0.00      0.00      0.00      0.00      0.00
02:58:28 AM     ens33     27.80      1.20      9.24      0.22      0.00      0.00      0.00      0.01
02:58:33 AM     ens33      1.80      0.20      0.16      0.01      0.00      0.00      0.00      0.00
02:58:38 AM     ens33      1.60      0.00      0.15      0.00      0.00      0.00      0.00      0.00
02:58:43 AM     ens33      1.40      0.00      0.13      0.00      0.00      0.00      0.00      0.00
02:58:48 AM     ens33      1.00      0.00      0.10      0.00      0.00      0.00      0.00      0.00
02:58:53 AM     ens33      1.20      0.00      0.11      0.00      0.00      0.00      0.00      0.00
02:58:58 AM     ens33      0.60      0.00      0.06      0.00      0.00      0.00      0.00      0.00
02:59:03 AM     ens33      0.40      0.00      0.07      0.00      0.00      0.00      0.00      0.00
02:59:08 AM     ens33      1.00      0.00      0.07      0.00      0.00      0.00      0.00      0.00
02:59:13 AM     ens33      0.80      0.00      0.06      0.00      0.00      0.00      0.00      0.00
02:59:18 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:59:23 AM     ens33      1.00      0.00      0.07      0.00      0.00      0.00      0.00      0.00
02:59:28 AM     ens33     26.55      1.20      9.11      0.22      0.00      0.00      0.00      0.01
02:59:33 AM     ens33      0.40      0.20      0.04      0.01      0.00      0.00      0.00      0.00
02:59:38 AM     ens33      0.80      0.00      0.08      0.00      0.00      0.00      0.00      0.00
02:59:43 AM     ens33      0.40      0.00      0.04      0.00      0.00      0.00      0.00      0.00
02:59:48 AM     ens33      0.80      0.00      0.07      0.00      0.00      0.00      0.00      0.00
02:59:53 AM     ens33      0.40      0.20      0.04      0.01      0.00      0.00      0.00      0.00
02:59:58 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
03:00:03 AM     ens33      0.80      0.00      0.15      0.00      0.00      0.00      0.00      0.00
03:00:08 AM     ens33      0.40      0.00      0.07      0.00      0.00      0.00      0.00      0.00
03:00:13 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
03:00:18 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
03:00:23 AM     ens33      0.40      0.00      0.04      0.00      0.00      0.00      0.00      0.00
03:00:28 AM     ens33     26.60      1.20      9.13      0.22      0.00      0.00      0.00      0.01
03:00:33 AM     ens33      0.40      0.20      0.04      0.01      0.00      0.00      0.00      0.00
03:00:38 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
03:00:43 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
03:00:48 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
03:00:53 AM     ens33      0.40      0.00      0.04      0.00      0.00      0.00      0.00      0.00
03:00:58 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
03:01:03 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
03:01:08 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
03:01:13 AM     ens33      0.80      0.00      0.43      0.00      0.00      0.00      0.00      0.00
03:01:18 AM     ens33      0.80      0.00      0.43      0.00      0.00      0.00      0.00      0.00
03:01:23 AM     ens33      0.60      0.00      0.17      0.00      0.00      0.00      0.00      0.00
03:01:28 AM     ens33     26.40      1.20      9.05      0.22      0.00      0.00      0.00      0.01
03:01:33 AM     ens33      0.40      0.20      0.04      0.01      0.00      0.00      0.00      0.00
03:01:38 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
03:01:43 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
03:01:48 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
03:01:53 AM     ens33      0.60      0.00      0.05      0.00      0.00      0.00      0.00      0.00
03:01:58 AM     ens33      0.20      0.20      0.02      0.01      0.00      0.00      0.00      0.00
03:02:03 AM     ens33      0.80      0.00      0.15      0.00      0.00      0.00      0.00      0.00
03:02:08 AM     ens33      0.40      0.00      0.07      0.00      0.00      0.00      0.00      0.00
03:02:13 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
03:02:18 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
03:02:23 AM     ens33      0.40      0.00      0.04      0.00      0.00      0.00      0.00      0.00
03:02:28 AM     ens33     26.60      1.20      9.13      0.22      0.00      0.00      0.00      0.01
03:02:33 AM     ens33      0.40      0.20      0.04      0.01      0.00      0.00      0.00      0.00
03:02:38 AM     ens33      0.60      0.00      0.12      0.00      0.00      0.00      0.00      0.00
03:02:43 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
03:02:48 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
03:02:53 AM     ens33      0.40      0.00      0.04      0.00      0.00      0.00      0.00      0.00
03:02:58 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
03:03:03 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
03:03:08 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
03:03:13 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
