Linux 5.4.0-77-generic (ubuntu-dev-01) 	08/15/2021 	_x86_64_	(1 CPU)

02:06:09 AM     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
02:31:10 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:31:15 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:31:20 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:31:25 AM     ens33     18.80      1.20      6.44      0.22      0.00      0.00      0.00      0.01
02:31:30 AM     ens33      8.38      0.20      2.73      0.01      0.00      0.00      0.00      0.00
02:31:35 AM     ens33      0.20      0.20      0.02      0.01      0.00      0.00      0.00      0.00
02:31:40 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:31:45 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:31:50 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:31:55 AM     ens33      0.40      0.00      0.04      0.00      0.00      0.00      0.00      0.00
02:32:00 AM     ens33      0.40      0.00      0.07      0.00      0.00      0.00      0.00      0.00
02:32:05 AM     ens33      0.80      0.00      0.15      0.00      0.00      0.00      0.00      0.00
02:32:10 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:32:15 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:32:20 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:32:25 AM     ens33     20.40      1.20      6.98      0.22      0.00      0.00      0.00      0.01
02:32:30 AM     ens33      6.80      0.20      2.20      0.01      0.00      0.00      0.00      0.00
02:32:35 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:32:40 AM     ens33      0.40      0.00      0.04      0.00      0.00      0.00      0.00      0.00
02:32:45 AM     ens33      0.20      0.20      0.02      0.01      0.00      0.00      0.00      0.00
02:32:50 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:32:55 AM     ens33      0.40      0.00      0.04      0.00      0.00      0.00      0.00      0.00
02:33:00 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:33:05 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:33:10 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:33:15 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:33:20 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:33:25 AM     ens33     17.20      1.20      5.90      0.22      0.00      0.00      0.00      0.00
02:33:30 AM     ens33      9.98      0.20      3.27      0.01      0.00      0.00      0.00      0.00
02:33:35 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:33:40 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:33:45 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:33:50 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:33:55 AM     ens33      0.40      0.00      0.04      0.00      0.00      0.00      0.00      0.00
02:34:00 AM     ens33      0.40      0.00      0.07      0.00      0.00      0.00      0.00      0.00
02:34:05 AM     ens33      0.80      0.00      0.15      0.00      0.00      0.00      0.00      0.00
02:34:10 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:34:15 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:34:20 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:34:25 AM     ens33     20.36      1.20      6.97      0.22      0.00      0.00      0.00      0.01
02:34:30 AM     ens33      6.79      0.20      2.19      0.01      0.00      0.00      0.00      0.00
02:34:35 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:34:40 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:34:45 AM     ens33      0.40      0.00      0.04      0.00      0.00      0.00      0.00      0.00
02:34:50 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:34:55 AM     ens33      0.40      0.20      0.04      0.01      0.00      0.00      0.00      0.00
02:35:00 AM     ens33      0.40      0.00      0.07      0.00      0.00      0.00      0.00      0.00
02:35:05 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:35:10 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:35:15 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:35:20 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:35:25 AM     ens33     23.60      1.20      8.06      0.22      0.00      0.00      0.00      0.01
02:35:30 AM     ens33      3.60      0.20      1.12      0.01      0.00      0.00      0.00      0.00
02:35:36 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:35:41 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:35:46 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:35:51 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:35:56 AM     ens33      0.40      0.00      0.04      0.00      0.00      0.00      0.00      0.00
02:36:01 AM     ens33      0.40      0.00      0.07      0.00      0.00      0.00      0.00      0.00
02:36:06 AM     ens33      0.80      0.00      0.15      0.00      0.00      0.00      0.00      0.00
02:36:11 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:36:16 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:36:21 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:36:26 AM     ens33     21.80      1.20      7.45      0.22      0.00      0.00      0.00      0.01
02:36:31 AM     ens33      5.39      0.20      1.73      0.01      0.00      0.00      0.00      0.00
02:36:36 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:36:41 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:36:46 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:36:51 AM     ens33      0.40      0.00      0.04      0.00      0.00      0.00      0.00      0.00
02:36:56 AM     ens33      0.40      0.00      0.04      0.00      0.00      0.00      0.00      0.00
02:37:01 AM     ens33      0.20      0.20      0.02      0.01      0.00      0.00      0.00      0.00
02:37:06 AM     ens33      0.60      0.00      0.06      0.00      0.00      0.00      0.00      0.00
02:37:11 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:37:16 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:37:21 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:37:26 AM     ens33     21.80      1.20      7.45      0.22      0.00      0.00      0.00      0.01
02:37:31 AM     ens33      5.40      0.20      1.73      0.01      0.00      0.00      0.00      0.00
02:37:36 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:37:41 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
02:37:46 AM     ens33      0.20      0.00      0.02      0.00      0.00      0.00      0.00      0.00
