Linux 5.4.0-77-generic (ubuntu-dev-01) 	08/15/2021 	_x86_64_	(1 CPU)

02:37:57 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
02:45:03 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
02:45:08 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
02:45:13 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
02:45:18 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
02:45:23 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
02:45:28 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
02:45:33 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
02:45:38 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
02:45:43 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
02:45:48 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
02:45:53 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
02:45:58 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
02:46:03 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
02:46:08 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
02:46:13 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
02:46:18 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
02:46:23 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
02:46:28 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
02:46:33 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
02:46:38 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
02:46:43 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
02:46:48 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
02:46:53 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
02:46:58 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
02:47:03 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
02:47:08 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
02:47:13 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
02:47:18 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
02:47:23 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
02:47:28 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
02:47:33 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
02:47:38 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
02:47:43 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
02:47:48 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
02:47:53 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
02:47:58 AM     all      0.40      0.00      0.40      0.00      0.00     99.20
02:48:03 AM     all      0.00      0.00      0.40      0.00      0.00     99.60
02:48:08 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
02:48:13 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
02:48:18 AM     all      0.40      0.00      0.60      0.00      0.00     99.00
02:48:23 AM     all      0.20      0.00      0.60      0.00      0.00     99.20
02:48:28 AM     all      0.00      0.00      0.61      0.00      0.00     99.39
02:48:33 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
02:48:38 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
02:48:43 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
02:48:48 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
02:48:53 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
02:48:58 AM     all      0.40      0.00      0.20      0.00      0.00     99.40
02:49:03 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
02:49:08 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
02:49:13 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
02:49:18 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
02:49:23 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
02:49:28 AM     all      0.00      0.00      0.40      0.00      0.00     99.60
02:49:33 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
02:49:38 AM     all      0.00      0.00      0.40      0.00      0.00     99.60
02:49:43 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
02:49:48 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
02:49:53 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
02:49:58 AM     all      0.40      0.00      0.40      0.00      0.00     99.20
02:50:03 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
02:50:08 AM     all      0.20      0.00      0.40      0.20      0.00     99.19
02:50:13 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
02:50:18 AM     all      0.20      0.00      0.40      0.00      0.00     99.39
02:50:23 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
02:50:28 AM     all      0.00      0.00      0.41      0.00      0.00     99.59
02:50:33 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
02:50:38 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
02:50:43 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
02:50:48 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
02:50:53 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
02:50:58 AM     all      0.20      0.00      0.40      0.00      0.00     99.40
02:51:03 AM     all      0.20      0.00      0.20      0.00      0.00     99.59
02:51:08 AM     all      0.00      0.00      0.81      0.20      0.00     98.99
02:51:13 AM     all      0.20      0.00      2.04      0.00      0.00     97.75
02:51:18 AM     all      0.00      0.00      3.27      0.00      0.00     96.73
02:51:23 AM     all      0.00      0.00      3.50      0.00      0.00     96.50
02:51:28 AM     all      0.21      0.00      4.78      0.00      0.00     95.01
02:51:33 AM     all      0.00      0.00      2.88      0.00      0.00     97.12
02:51:38 AM     all      0.00      0.00      2.46      0.00      0.00     97.54
02:51:43 AM     all      0.00      0.00      2.24      0.00      0.00     97.76
02:51:48 AM     all      0.00      0.00      2.04      0.00      0.00     97.96
02:51:53 AM     all      0.00      0.00      1.83      0.00      0.00     98.17
02:51:58 AM     all      0.41      0.00      2.85      0.00      0.00     96.74
02:52:03 AM     all      0.00      0.00      3.88      0.00      0.00     96.12
02:52:08 AM     all      0.00      0.00      3.51      0.00      0.00     96.49
02:52:13 AM     all      0.20      0.00      2.25      0.00      0.00     97.55
02:52:18 AM     all      0.00      0.00      2.64      0.00      0.00     97.36
02:52:23 AM     all      0.00      0.00      2.44      0.00      0.00     97.56
02:52:28 AM     all      0.00      0.00      2.85      0.00      0.00     97.15
02:52:33 AM     all      0.00      0.00      2.45      0.00      0.00     97.55
02:52:38 AM     all      0.00      0.00      2.85      0.00      0.00     97.15
02:52:43 AM     all      0.00      0.00      2.26      0.00      0.00     97.74
02:52:48 AM     all      0.20      0.00      3.88      0.00      0.00     95.92
02:52:53 AM     all      0.00      0.00      4.07      0.00      0.00     95.93
02:52:58 AM     all      0.00      0.00      2.86      0.00      0.00     97.14
02:53:03 AM     all      0.21      0.00      2.05      0.00      0.00     97.74
02:53:08 AM     all      0.00      0.00      2.46      0.00      0.00     97.54
02:53:13 AM     all      0.20      0.00      3.65      0.00      0.00     96.15
02:53:18 AM     all      0.21      0.00      2.26      0.00      0.00     97.54
02:53:23 AM     all      0.00      0.00      3.93      0.00      0.00     96.07
02:53:28 AM     all      0.00      0.00      4.77      0.00      0.00     95.23
02:53:33 AM     all      0.21      0.00      5.13      0.00      0.00     94.66
02:53:38 AM     all      0.21      0.00      6.60      0.00      0.00     93.20
02:53:43 AM     all      0.00      0.00      4.61      0.00      0.00     95.39
02:53:48 AM     all      0.00      0.00      4.82      0.00      0.00     95.18
02:53:53 AM     all      0.00      0.00      6.82      0.00      0.00     93.18
02:53:58 AM     all      0.41      0.00      4.30      0.00      0.00     95.29
02:54:03 AM     all      0.20      0.00      1.64      0.00      0.00     98.16
02:54:08 AM     all      0.00      0.00      1.41      0.00      0.00     98.59
02:54:13 AM     all      0.00      0.00      1.02      0.00      0.00     98.98
02:54:18 AM     all      0.20      0.00      2.64      0.00      0.00     97.16
02:54:23 AM     all      0.21      0.00      5.80      0.00      0.00     94.00
02:54:28 AM     all      0.42      0.00      5.61      0.00      0.00     93.97
02:54:33 AM     all      0.00      0.00      5.37      0.00      0.00     94.63
02:54:38 AM     all      0.21      0.00      3.95      0.00      0.00     95.84
02:54:43 AM     all      0.00      0.00      2.28      0.00      0.00     97.72
02:54:48 AM     all      0.00      0.00      3.07      0.00      0.00     96.93
02:54:53 AM     all      0.00      0.00      2.29      0.00      0.00     97.71
02:54:58 AM     all      0.00      0.00      3.29      0.00      0.00     96.71
02:55:03 AM     all      0.20      0.00      4.07      0.00      0.00     95.72
02:55:08 AM     all      0.20      0.00      1.43      0.00      0.00     98.37
02:55:13 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
02:55:18 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
02:55:23 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
02:55:28 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
02:55:33 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
02:55:38 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
02:55:43 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
02:55:48 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
02:55:53 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
02:55:58 AM     all      0.40      0.00      0.00      0.00      0.00     99.60
02:56:03 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
02:56:08 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
02:56:13 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
02:56:18 AM     all      0.00      0.00      0.40      0.00      0.00     99.60
02:56:23 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
02:56:28 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
02:56:33 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
02:56:38 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
02:56:43 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
02:56:48 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
02:56:53 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
02:56:58 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
02:57:03 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
02:57:08 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
02:57:13 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
02:57:18 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
02:57:23 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
02:57:28 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
02:57:33 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
02:57:38 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
02:57:43 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
02:57:48 AM     all      0.40      0.00      0.20      0.00      0.00     99.40
02:57:53 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
02:57:58 AM     all      0.40      0.00      0.60      0.00      0.00     99.00
02:58:03 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
02:58:08 AM     all      0.20      0.00      0.40      0.00      0.00     99.40
02:58:13 AM     all      0.00      0.00      0.40      0.00      0.00     99.60
02:58:18 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
02:58:23 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
02:58:28 AM     all      0.00      0.00      0.40      0.00      0.00     99.60
02:58:33 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
02:58:38 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
02:58:43 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
02:58:48 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
02:58:53 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
02:58:58 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
02:59:03 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
02:59:08 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
02:59:13 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
02:59:18 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
02:59:23 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
02:59:28 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
02:59:33 AM     all      0.20      0.00      0.40      0.00      0.00     99.40
02:59:38 AM     all      0.00      0.00      0.40      0.00      0.00     99.60
02:59:43 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
02:59:48 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
02:59:53 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
02:59:58 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
03:00:03 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:00:08 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:00:13 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:00:18 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:00:23 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:00:28 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:00:33 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:00:38 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:00:43 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
03:00:48 AM     all      0.00      0.00      0.40      0.00      0.00     99.60
03:00:53 AM     all      0.20      0.00      0.40      0.00      0.00     99.40
03:00:58 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:01:03 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:01:08 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:01:13 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:01:18 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:01:23 AM     all      0.20      0.00      0.40      0.00      0.00     99.40
03:01:28 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:01:33 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:01:38 AM     all      0.20      0.00      0.40      0.00      0.00     99.40
03:01:43 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:01:48 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:01:53 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:01:58 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
03:02:03 AM     all      0.00      0.00      0.40      0.00      0.00     99.60
03:02:08 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:02:13 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:02:18 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:02:23 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:02:28 AM     all      0.00      0.00      0.40      0.00      0.00     99.60
03:02:33 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:02:38 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:02:43 AM     all      0.40      0.00      0.20      0.00      0.00     99.40
03:02:48 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:02:53 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:02:58 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:03:03 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
03:03:08 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:03:13 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:03:18 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:03:23 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:03:28 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:03:33 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:03:38 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:03:43 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:03:48 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:03:53 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:03:58 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:04:03 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:04:08 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:04:13 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:04:18 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:04:23 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:04:28 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
03:04:33 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:04:38 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:04:43 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:04:48 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:04:53 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:04:58 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:05:03 AM     all      0.00      0.00      0.60      0.00      0.00     99.40
03:05:08 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:05:13 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:05:18 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:05:23 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:05:28 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
03:05:33 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:05:38 AM     all      0.00      0.00      0.40      0.00      0.00     99.60
03:05:43 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
03:05:48 AM     all      0.00      0.00      0.40      0.00      0.00     99.60
03:05:53 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
03:05:58 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:06:03 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:06:08 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:06:13 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:06:18 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:06:23 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:06:28 AM     all      0.20      0.00      0.40      0.00      0.00     99.39
03:06:33 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:06:38 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:06:43 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:06:48 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:06:53 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:06:58 AM     all      0.00      0.00      0.60      0.00      0.00     99.40
03:07:03 AM     all      0.40      0.00      0.40      0.00      0.00     99.19
03:07:08 AM     all      0.00      0.00      0.40      0.00      0.00     99.60
03:07:13 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:07:18 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:07:23 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:07:28 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:07:33 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:07:38 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:07:43 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:07:48 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:07:53 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:07:58 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:08:03 AM     all      0.20      0.00      0.40      0.00      0.00     99.40
03:08:08 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:08:13 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:08:18 AM     all      0.00      0.00      0.40      0.00      0.00     99.60
03:08:23 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:08:28 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
03:08:33 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:08:38 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:08:43 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:08:48 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:08:53 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:08:58 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:09:03 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:09:08 AM     all      0.20      0.00      0.40      0.00      0.00     99.40
03:09:13 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:09:18 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:09:23 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:09:28 AM     all      0.00      0.00      0.40      0.00      0.00     99.60
03:09:33 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:09:38 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:09:43 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
03:09:48 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:09:53 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:09:58 AM     all      0.00      0.00      0.40      0.00      0.00     99.60
03:10:03 AM     all      0.40      0.00      0.40      0.00      0.00     99.20
03:10:08 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:10:13 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:10:18 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:10:23 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
03:10:28 AM     all      0.00      0.00      0.40      0.00      0.00     99.60
03:10:33 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:10:38 AM     all      0.00      0.00      0.40      0.00      0.00     99.60
03:10:43 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:10:48 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:10:53 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
